time, trail_pos
0.02,0.0
0.03,0.0
0.05,0.0
0.07,0.0
0.08,0.0
0.10,0.0
0.12,0.0
0.13,0.0
0.15,0.0
0.17,0.0
0.19,0.0
0.20,0.0
0.22,0.0
0.23,0.0
0.25,0.0
0.27,0.0
0.28,0.0
0.30,0.0
0.32,0.0
0.33,0.0
0.35,0.0
0.37,0.0
0.38,0.0
0.40,0.0
0.41,0.0
0.43,0.0
0.44,0.0
0.46,0.0
0.48,0.0
0.50,0.0
0.51,0.0
0.53,0.0
0.54,0.0
0.56,0.0
0.58,0.0
0.60,0.0
0.61,0.0
0.63,0.0
0.64,0.0
0.66,0.0
0.67,0.0
0.69,0.0
0.71,0.0
0.72,0.0
0.74,0.0
0.76,0.0
0.77,0.0
0.79,0.0
0.81,0.0
0.82,0.0
0.84,0.0
0.86,0.0
0.87,0.0
0.89,0.0
0.91,0.0
0.92,0.0
0.94,0.0
0.96,0.0
0.98,0.0
1.00,0.0
1.01,0.0
1.03,0.0
1.05,0.0
1.06,0.0
1.08,0.0
1.10,0.0
1.11,0.0
1.13,0.0
1.14,0.0
1.16,0.0
1.18,0.0
1.20,0.0
1.21,0.0
1.23,0.0
1.25,0.0
1.26,0.0
1.28,0.0
1.30,0.0
1.31,0.0
1.33,0.0
1.34,0.0
1.36,0.0
1.38,0.0
1.39,0.0
1.41,0.0
1.43,0.0
1.44,0.0
1.46,0.0
1.48,0.0
1.49,0.0
1.51,0.0
1.53,0.0
1.54,0.0
1.56,0.0
1.58,0.0
1.59,0.0
1.61,0.0
1.63,0.0
1.64,0.0
1.66,0.0
1.68,0.0
1.70,0.0
1.71,0.0
1.73,0.010370917705192988
1.75,0.019840466347841194
1.76,0.03037959625263667
1.78,0.0405014475638664
1.79,0.05060541339517355
1.81,0.06086887040694738
1.83,0.07063788997788613
1.84,0.0818679019748978
1.86,0.09246201864441395
1.88,0.10338309962458098
1.89,0.11309107206156908
1.91,0.12267103767530961
1.93,0.13243384906313474
1.94,0.14252406820326172
1.96,0.15312882747240122
1.97,0.16363440362560638
1.99,0.17419807063508905
2.01,0.18476853708321997
2.03,0.1950435235779191
2.04,0.20508215567264954
2.06,0.21478569369312792
2.07,0.22488064287753193
2.09,0.23493967328820714
2.11,0.2456575101783448
2.13,0.2557364954633138
2.14,0.2664521151451966
2.16,0.2767492737224444
2.18,0.2868338759349924
2.19,0.2969322248387205
2.21,0.3076445926151628
2.23,0.31835769946102344
2.24,0.32823595349198526
2.26,0.3383558832227274
2.27,0.34843368599662716
2.29,0.35848074348272607
2.31,0.36923449914659257
2.32,0.3799492319451734
2.34,0.38948396651051465
2.36,0.3997030793571912
2.37,0.41061883903754653
2.39,0.4213323893250581
2.41,0.4314325119953901
2.42,0.4421188645283087
2.44,0.45219060693297847
2.46,0.46249559964606013
2.48,0.47382302099240226
2.49,0.48263006780849654
2.51,0.4933688942701136
2.52,0.504083774882578
2.54,0.5141738462088213
2.56,0.5238603856326791
2.57,0.5352111615726391
2.59,0.5446246887533811
2.61,0.5553468122461448
2.63,0.5666606347151903
2.64,0.5761473297683429
2.66,0.5876929244069639
2.67,0.5971376403171575
2.69,0.6065505762423649
2.71,0.6166465601239545
2.72,0.627338529584452
2.74,0.6380260646284399
2.76,0.6495635295034596
2.77,0.659031304379504
2.79,0.6697778171630713
2.81,0.6807939424704302
2.83,0.6911561391564874
2.84,0.7012664609847918
