time, trail_pos
0.02,0.3640601902806003
0.04,0.37113331448338766
0.06,0.3777357707643908
0.08,0.38446944160780455
0.09,0.3909865119419449
0.12,0.3979436173864243
0.14,0.40458482698794335
0.16,0.411356366739994
0.18,0.4181848304566198
0.20,0.4248000705093284
0.22,0.4316065043300593
0.24,0.4385501023931141
0.26,0.44515754354107157
0.28,0.45193205813307885
0.30,0.4586158803069494
0.32,0.4655224938732463
0.34,0.4720394838063067
0.36,0.478943122532647
0.38,0.48554702603308847
0.40,0.49265890355639164
0.42,0.49952604019245345
0.44,0.5064621609550767
0.46,0.5132511477414675
0.48,0.5190690502847238
0.50,0.5254066654085086
0.51,0.532255631400511
0.54,0.5391379638406756
0.55,0.5443596923764107
0.58,0.551379189058899
0.60,0.5445621378964554
0.61,0.5377238645627165
0.64,0.530822904199921
0.66,0.5239638984373013
0.67,0.5172890358225357
0.69,0.5103453046222066
0.72,0.5033221535269919
0.74,0.49652861000044457
0.76,0.4898043650255497
0.78,0.4827404020624596
0.80,0.47609345476532083
0.81,0.4693177868369029
0.84,0.4624080111106462
0.86,0.45535523059935396
0.88,0.4487298319684534
0.90,0.441909760727787
0.92,0.43501606487747324
0.93,0.4282079107022264
0.96,0.42115782377421396
0.98,0.4145905412431681
1.00,0.4077134150112118
1.02,0.40074576805630774
1.03,0.39385117434490075
1.06,0.38711199222636344
1.08,0.3800447643138433
1.09,0.37349429627236214
1.11,0.36661349697229706
1.14,0.3596299333889216
1.15,0.3528894452906123
1.17,0.3460749244639769
1.20,0.33895251890608913
1.22,0.3323377313608362
1.24,0.32552353702914383
1.26,0.3186437172139077
1.28,0.31180144431711704
1.30,0.3048040046986639
1.32,0.2978672115158737
1.34,0.2912286714635173
1.36,0.28437570585734323
1.37,0.2775408607205059
1.39,0.2722705793505418
1.41,0.26533248018797956
1.43,0.2599450687572129
1.45,0.25264611105889595
1.47,0.24560777794883162
1.49,0.23860895072687072
1.51,0.2316182858784849
1.53,0.22448926879800132
1.55,0.21738098414639848
1.57,0.21024674314682684
1.59,0.20319502374409937
1.61,0.19610281896843945
1.63,0.18890001403083706
1.66,0.18168423091925026
1.68,0.1748816271580345
1.70,0.16803715042037856
1.71,0.1627066307334303
1.73,0.15596238794327646
