time, trail_pos
0.02,0.0687975724492361
0.04,0.06951007213979257
0.07,0.07025174370518777
0.09,0.07094452820121597
0.10,0.07148879983145995
0.12,0.072167903553088
0.14,0.07285189267512117
0.16,0.07355895312123337
0.18,0.07424768711607964
0.20,0.07493992603439761
0.22,0.0756341819369776
0.24,0.07116758942543741
0.26,0.0667076185182135
0.28,0.06221272398822468
0.30,0.05778094829937976
0.31,0.0543451366597522
0.33,0.04987517994601905
0.36,0.0454149954386559
0.38,0.040936441319318555
0.40,0.036485495017977314
0.42,0.03202274730894335
0.44,0.02751039096757208
0.46,0.023021317041377415
0.48,0.018351964597668524
0.50,0.013671718546858655
0.52,0.0090840681564071
0.55,0.0040715136889825955
0.56,-0.0003350571834326056
0.58,-0.00511772450100559
0.60,-0.00861307717944487
0.62,-0.013301119635336811
0.64,-0.01786121560782707
0.66,-0.022480372018815767
0.68,-0.027131995650968164
0.70,-0.031867457337770244
0.72,-0.03635444866260737
0.74,-0.04079802575914501
0.76,-0.045260346267900514
0.79,-0.04994150011930213
0.80,-0.05455932152942061
0.82,-0.05926690839805254
0.85,-0.06390085661868325
0.86,-0.06854591204655418
0.89,-0.07334299737352551
0.91,-0.07786224231938711
0.93,-0.08232910183110136
0.95,-0.08672531309676366
0.97,-0.09132369689421177
0.99,-0.09564995411427467
1.01,-0.10012477023117541
1.03,-0.10471952282625653
1.05,-0.10925243818102914
1.07,-0.11353624237341911
1.09,-0.11808480393839069
1.11,-0.12252544403301385
1.13,-0.1270916276094723
1.14,-0.13149376627899836
1.17,-0.13594455238023517
1.19,-0.14043736430886644
1.21,-0.14494288544578218
1.23,-0.14942389596672073
1.26,-0.1538333504410156
1.26,-0.14938041168254831
1.28,-0.1434792852989684
1.30,-0.1374994165154936
1.31,-0.1317577364861492
1.33,-0.12720062517550784
1.36,-0.12130328178978764
1.38,-0.11500402990923039
1.40,-0.10766816655959459
1.42,-0.10167197484091028
1.45,-0.09549672122353267
1.46,-0.08938241590500606
1.49,-0.08315602176100635
1.51,-0.0773262118926337
1.53,-0.07151335545911384
1.55,-0.06532675284815707
1.57,-0.05918869870973335
1.59,-0.05976272545000545
1.61,-0.06034476777359539
1.63,-0.060927719287620044
1.65,-0.061497520966460224
1.67,-0.06209050031616191
1.69,-0.06264540063118602
1.71,-0.06320713324491808
1.73,-0.06376786307508245
1.75,-0.06432006924492133
1.77,-0.06489839458408699
1.79,-0.06547829763606583
1.81,-0.06605093384979072
1.83,-0.06663565694811832
1.85,-0.06721959787526312
1.87,-0.06780589868640391
1.90,-0.06840474766258856
1.92,-0.06894858393224901
1.94,-0.06951487586860222
1.95,-0.0700685260467786
1.98,-0.07064107535259428
1.99,-0.07120137064321264
2.02,-0.07175352333126124
2.04,-0.07231763588466066
2.05,-0.06990624194180467
2.07,-0.06754355523701681
2.09,-0.06513156138096468
2.12,-0.06276747487871914
2.14,-0.060234127153274954
2.15,-0.05798933767517754
2.17,-0.05556825941929803
2.20,-0.053137154042854344
2.21,-0.05078855101452842
2.23,-0.04893067698065085
2.25,-0.04650677056256093
2.27,-0.04415891028390643
2.29,-0.0417938810609241
2.31,-0.039350434613016815
2.34,-0.036936755286556454
2.35,-0.03442771832920375
2.37,-0.032132279036974486
2.39,-0.02977293470570802
2.41,-0.027398935352078536
2.44,-0.024932949308373156
2.45,-0.022564406308099104
2.47,-0.020084707962767505
2.49,-0.017707651908567174
2.50,-0.015798328176296225
2.53,-0.013326742942760136
2.55,-0.010861556783316285
2.56,-0.009019594732784143
2.58,-0.006569492105129134
